,frame,l_upper_arm_sag,l_upper_arm_frontal,r_upper_arm_sag,r_upper_arm_frontal,l_lower_arm,r_lower_arm,l_wrist,r_wrist,l_knee,r_knee,neck,trunk_angle,upper_arm_score,lower_arm_score,wrist_score,neck_score,trunk_score,leg_score,a_score,b_score,c_score
42,42,16.732173936229586,18.45029715364735,6.051182207568356,10.841188891688946,152.33302382497396,135.7062507693854,27.12369315730595,-6.1850742440825,46.77202785440534,21.68023904893974,29.68683955487481,11.510287224610197,1,2,2,2,2,2,4,2,4
43,43,17.46164339699676,18.944713956773867,7.74772874606663,14.688081568349649,152.162712998639,134.79285708535107,27.144834480930058,-6.875534871268542,46.519890954944515,20.06954425175212,32.214774434867394,11.09980719833956,1,2,2,2,2,2,4,2,4
44,44,17.787945257366122,19.25526400580164,7.577191088324672,23.409437204425863,150.37929393568703,131.99851837045276,30.781244522208056,-1.5194052224564416,40.26168693229832,21.219079277085882,31.669719263502458,12.984871766715713,2,2,1,2,2,2,4,2,4
45,45,20.667284982306107,21.490476664562188,8.230557842068928,23.49010002389258,155.52218228907674,140.21824683504582,19.866879323349536,-4.228923158230032,40.43356751905915,22.568834144745693,32.43176132247095,11.968760804433964,3,2,2,2,2,2,4,5,5
46,46,17.542706373184963,24.079775011005005,12.356655467866405,22.87207203014507,154.47441170683408,143.3949832905887,17.664699562311313,-4.155366259146291,39.20377751395296,11.858431243599796,32.14449358182404,8.779211986741199,2,2,2,2,2,2,4,3,4
47,47,21.358150592837607,27.34327271331567,13.408826953734023,25.018503187284697,155.58716944909435,148.7600126125209,14.446655967703236,-0.8158847073128754,37.678172638812725,8.92838278353716,32.147699679381105,8.789660238311102,3,2,1,2,2,2,4,4,4
48,48,24.509176190626686,26.97519207403227,17.259082674908505,26.920428055596506,152.80510744871333,147.11185614964705,12.90923236537975,-0.6693822718444267,37.92047714572337,10.069870017798877,33.65418629343375,7.954736921057588,3,2,1,2,2,2,4,4,4
49,49,26.89045278671628,26.931633045804336,18.726969007056695,25.099785053967356,151.75369296074714,145.43161772946783,13.025651175296701,-1.097092556032777,35.627378129178055,10.950366069336638,36.22747099429675,6.014613474429422,3,2,1,2,2,2,4,4,4
50,50,28.116527565395,26.369580679088152,18.841517195422824,24.833092386758594,152.81651023355647,140.86687079969903,16.315942193612614,-0.5733509340142859,38.86616532095954,14.164906742176555,36.15617297360001,6.172914601665357,3,2,2,2,2,2,4,5,5
51,51,27.95221082913512,26.16251935717262,17.979437879954045,23.96699087209131,151.91346568073124,140.68003887851705,17.699849626563292,0.7205944739677363,41.30664736804158,14.558541337300227,34.379381646530675,5.396742878528044,3,2,2,2,2,2,4,5,5
52,52,26.397954722654735,26.59499589936621,19.54027083370443,26.262279387819007,151.76926556621072,138.35943679921445,16.328195047753695,1.3435131516716012,55.54756824365704,15.65314844882792,33.09707879177785,6.120667693869316,3,2,2,2,2,2,4,5,5
53,53,24.30578494920798,27.182086121211917,17.246228154152394,27.147587983217942,153.19008233698207,141.93536733684434,12.11547048895639,4.8790444029544915,60.97478556171852,14.035284643151954,31.79715288958164,7.4359849205040796,3,2,1,2,2,3,5,4,5
54,54,17.633528699948275,25.104586658249076,15.865570383314656,27.20727406884229,151.9097325242916,141.05635277270395,9.201108058529996,8.103429070701566,70.4123323272774,13.756057721816205,29.815670042407874,5.8947012758106085,2,2,1,2,2,3,5,2,4
55,55,16.737694982815192,23.46167264422005,14.115396826970251,25.573883216098526,149.54755074529078,141.8714585855923,12.01166916331573,5.763261578572099,67.77998672796356,16.17424847136658,29.245956668813136,5.082281847581485,2,2,1,2,2,3,5,2,4
56,56,16.89116733532404,21.764574571513954,14.590719420148234,26.894512644404248,143.11319101673368,133.72313052765853,17.418918320285826,7.05506173753497,63.15485936677568,17.469424564278285,27.597270375625016,5.074971230519334,2,2,2,2,2,3,5,3,4
57,57,15.261201682851329,20.688590352530465,13.390837610445558,27.74525059892547,140.57568308669366,125.91855215447514,19.188632653175887,5.39067648140221,53.4394119672241,16.617048033941842,29.12170494372566,5.659458844177651,2,2,2,2,2,2,4,3,4
58,58,12.59310021434922,18.872808545527597,12.684433820364937,27.371236873023918,136.23003444233598,125.6882390050819,20.960142085307353,11.603711030717193,45.47041140120092,11.584526067074648,32.7986779737912,5.101004778764893,2,2,1,2,2,2,4,2,4
59,59,7.9440759661298355,20.9979324030424,13.481854626995013,26.302884546579904,131.46202708706937,123.75743981423933,19.536817476316486,14.832095229140094,43.15188344909282,8.234608965759207,35.16047312112363,5.006394166452861,2,2,2,2,2,2,4,3,4
60,60,6.521169329948151,22.111273393324403,12.581363199135243,25.72834239636369,131.04528011807486,123.24704943560127,18.082723047718133,13.536643240290147,42.65985194561529,9.854207900886337,36.75297411346912,5.350877709196537,2,2,2,2,2,2,4,3,4
61,61,6.7894584255489905,21.562584481333236,12.257672495908935,24.729301184793243,131.076025403345,124.82305835296748,17.52052390866902,5.754912989680349,40.32051622939852,10.763806985491954,37.26485017532323,5.18552187864738,2,2,2,2,2,2,4,3,4
62,62,7.445925059634919,21.49429641214212,12.85038060512273,25.165826884291274,129.6067819866455,124.3072530033312,14.521238271508253,5.83780297187306,40.2790335001113,10.039964196532082,37.78299529418709,5.31068311632665,2,2,1,2,2,2,4,2,4
63,63,8.454321134185689,22.662429905222513,12.248442661920963,26.54589303426768,133.2398144477938,128.87593593039065,11.021418796706001,-0.006592139242741268,41.957833713453056,12.074162466216563,36.641498425912616,5.945472480832714,2,2,1,2,2,2,4,2,4
64,64,9.628483547209054,23.37376019761982,12.32357562544123,26.962430164537142,135.30714354290154,129.87017823425515,8.672555541463055,-1.4741492019352336,44.01377262295114,13.130039326517561,37.4161551363856,6.60857821990401,2,2,1,2,2,2,4,2,4
65,65,10.948785236985973,23.17298469076449,11.358158515812809,27.512188082529907,135.3395313134289,130.56775841878147,10.137894646251112,-3.861968146856725,43.41157481124111,18.619472018662208,37.56597458992729,6.711712630965063,2,2,1,2,2,2,4,2,4
66,66,13.28147886872462,23.49568806952051,11.225661723708576,27.559354692791874,138.0743266981649,132.28984427980768,7.831683693845434,-2.5706174945797784,41.80572580382696,23.31467336903225,36.322798630398765,7.083734118243574,2,2,1,2,2,2,4,2,4
67,67,16.15340707735696,22.2412885922944,10.7957435634432,27.663540911662647,136.97315185408814,131.58136098700876,8.616273799800894,-3.1982409074099394,44.22676126546503,26.75591939510136,35.802356951494986,7.021128294179533,2,2,1,2,2,2,4,2,4
68,68,17.634708800851833,21.21215199432803,10.518126922177547,27.935876311252965,134.26795757728408,130.0275041045032,11.846658018683769,-1.3606979647434514,46.00959638166313,28.727943941203932,35.556981927761655,6.951654529598313,2,2,1,2,2,2,4,2,4
69,69,15.459625461758337,19.57596107160532,10.213964809505441,27.73599539636379,128.999576454171,124.85621164158174,12.787691412722921,-1.616796855965731,43.990619142185295,29.371356530717094,35.33121654257323,6.776233031803286,2,2,1,2,2,2,4,2,4
70,70,14.46210130141341,18.697351832883584,10.22370482865107,26.82192897274171,128.0972161949312,125.04986767783599,14.846522354500337,-0.4152459981029324,43.031462882167745,20.743884117433936,35.40128156653137,6.839068762619385,2,2,1,2,2,2,4,2,4
71,71,14.633129120906963,17.152556271218163,10.710048362850182,25.67851745822193,126.44564234274664,127.78984850893131,21.472485696288686,-1.5830673866816767,42.86466384667585,18.187528844394762,33.5155567491976,6.296546587377608,2,2,1,2,2,2,4,2,4
72,72,16.095930296618253,17.128428177625402,10.134490240956055,25.215196369262202,125.7808217462708,128.9289410709553,27.051709873637293,4.137296795728162,42.46076093942423,17.869332533483572,33.947419092838544,6.560983700605997,2,2,1,2,2,2,4,2,4
73,73,17.018337613668585,17.224584695464074,10.441326773433238,25.858295948924614,126.34266329517338,131.45298982993864,30.555357003821513,3.468396270597765,44.872311269620894,14.558485149404163,34.55745641866184,6.691105879588198,2,2,1,2,2,2,4,2,4
74,74,18.725602196072447,17.715681985049162,10.149749113531987,27.223364128686605,120.34046036702411,128.4616711233881,35.99383055160587,13.0983372399659,41.38893427641844,16.21127421836286,35.55786905335897,6.767839806580696,2,2,1,2,2,2,4,2,4
75,75,21.01123616301534,16.622979701755327,11.44582796970841,27.298477332641326,119.59232824779517,127.28253142732434,37.00865566934837,11.548410476217526,39.09418663865921,12.954259585672162,35.32037700761644,6.388486253463051,2,2,2,2,2,2,4,3,4
76,76,21.185287968356924,17.2253878489271,11.749681932527498,27.680810687427314,119.32536319802817,124.38140200399485,38.33246579170333,9.701780250080645,39.14295567533355,12.388388380377677,35.4743762205143,6.5344083628222736,2,2,2,2,2,2,4,3,4
77,77,20.77048358197968,16.868522411192384,11.940684740659032,28.344136761728684,116.97887427780934,123.54121693988019,36.950080385114774,7.870823407121662,40.90690610342435,13.393040552016089,35.523410623345626,6.426592019885131,2,2,2,2,2,2,4,3,4
78,78,20.912608553848816,17.34525789077479,12.707634875698126,28.988900000656415,118.44257622474369,126.20719658783418,36.230674457063145,10.293768668450781,41.73919755994521,13.690103705646635,36.91986563303087,6.7770478359089275,2,2,2,2,2,2,4,3,4
79,79,21.514392501162995,17.838929575299137,11.480910908961889,27.24316365436572,121.95575380383593,135.17509368577169,37.34578638083508,2.284257446921316,43.43754904331831,12.763256316139518,38.29183511656623,6.605374597919427,2,2,2,2,2,2,4,3,4
80,80,21.757893185227964,17.290455052149348,12.178202992411283,25.93992123423869,122.65176624982871,137.5109471006988,39.130722526103455,-2.163547421639464,44.084997477721714,12.38547007041987,38.0993376718089,6.023567075323733,2,2,2,2,2,2,4,3,4
81,81,21.908569779056666,18.20233080488396,12.334977845371313,24.057019547665426,123.48687621582098,145.3267879902891,37.960314712367136,3.8697292156477374,53.7326761316359,14.023761737347627,37.47024076730192,4.14548349783933,2,2,2,2,1,2,2,3,2
82,82,20.864704681498697,16.244475069607706,12.021225428508819,20.202020557873457,121.84197365697946,149.24616577226124,35.818378135287475,11.105053823349408,60.58758189213478,16.525155226232698,39.9002136909066,2.7531656911246096,2,2,2,2,1,3,3,3,3
83,83,22.9022091205685,13.150278699615885,11.332841487733793,21.93185593623955,113.72699431696465,144.0569680839152,38.67726105411978,17.501889640855694,64.60615435406623,13.359759684072202,38.211154074063444,1.0994535741667573,2,2,2,2,1,3,3,3,3
84,84,19.359921312934404,17.511433547093688,12.162917081227365,20.943029402793226,123.39646530487815,146.03081351224338,44.447702993645706,5.569657960377754,67.72270920390181,12.973678708791937,37.96449539592193,0.6925745408696339,2,2,1,2,1,3,3,2,3
85,85,18.679981102985515,20.115624789865883,11.436412711149957,23.296271071319087,131.52749902623466,142.94741707799318,46.540750699636035,0.20575726909558512,64.98097036000749,13.332288224139262,34.86602271129823,0.8202268702028797,2,2,2,2,1,3,3,3,3
86,86,27.720746750258616,22.2220530574,9.42027580743171,23.803822382139778,111.36605967589044,142.05153482892712,74.22158806455408,16.615345252790718,58.92201344819544,12.041571009260906,30.377629422399735,1.023602458740512,3,2,2,2,1,2,2,5,4
87,87,30.90941104526337,28.329811439757133,7.614931962067355,27.69960496378118,107.36894277443824,132.7180229199809,83.30269948804506,14.993399711199885,52.903715471695094,15.150465167705931,30.57204533877615,1.8913510043656288,3,2,2,2,1,2,2,5,4
88,88,32.365634437621075,30.462141284226114,5.656407926218603,28.34767029234953,104.68683048678517,132.8112523356691,54.046646984196315,8.884105399112457,50.9791962561076,13.575953353125158,31.295820613680036,3.130511371324787,3,2,2,2,1,2,2,5,4
89,89,36.730650122372666,27.406850844542518,4.0400590709973585,27.40363106630909,101.88379838912387,130.91286579947683,27.028063427021266,16.193096501223323,43.167830253592,9.438117132144555,31.804994147674762,3.0332307681799513,3,2,2,2,1,2,2,5,4
90,90,38.83367336396078,27.465227963043628,5.31363509127591,23.11522077131804,77.65960514133782,138.60644544875024,43.36803747920352,30.241146889967553,38.0591170953837,8.485314621408122,32.21909087208911,3.7068174893041936,3,1,2,2,1,2,2,4,3
91,91,47.645209841950226,39.93071332614377,3.6774751646956383,26.213083092278467,78.07003909890628,139.8919059289491,36.56170500602053,1.4173673318820477,39.21678726397752,7.914053151315585,32.34065713967868,4.0594830215899576,4,1,2,2,1,2,2,5,4
92,92,53.03406027828505,47.170291734082284,8.19911819716517,27.372821457189286,75.32547981292255,137.5177637475369,32.540480392990844,3.41858232264687,40.49014648980736,9.197644650024301,33.04893442530488,4.612589901899269,4,1,2,2,1,2,2,5,4
93,93,57.18283358928891,56.81370867439788,7.3218825051321454,30.660738442095006,68.74759158261908,132.03343144017217,12.97739813326379,-1.9874673064425963,41.9632423014516,10.668514395992474,33.97466732850401,5.2669858024739655,4,1,1,2,2,2,4,4,4
94,94,68.08871959657061,63.20154118867239,5.838876418303966,33.31390813165178,69.0923134012419,135.22940376800256,27.48918222311164,-0.7529897804566588,47.171622059225,14.03249292340692,33.88475263465827,6.267641833768422,4,1,2,2,2,2,4,5,5
95,95,73.9243967061027,68.21737948848768,6.890252503187863,32.5338299997932,62.420618027038785,135.34549752743325,29.921286035027265,1.5098208260942556,54.08417018480104,14.60472690316476,33.91770334844358,5.8579169488863485,4,1,2,2,2,2,4,5,5
96,96,75.74976135239564,68.68604591561774,5.0551554649441295,33.953594899303766,60.016891434411434,135.23467937313114,30.638713815217898,4.1490669176448876,62.1401626521548,14.424379244768573,33.35451518469216,5.34724615144197,4,1,2,2,2,3,5,5,6
97,97,81.03077319255186,68.9926295501085,3.6239348360508923,35.443473572753774,74.86975692244378,137.39547075557485,33.99013870430272,2.193685263458576,69.26550954702638,13.092065536499717,32.92390034899287,5.215040215024447,4,1,2,2,2,3,5,5,6
98,98,77.71476598666563,64.01040042262959,2.6963203475059965,36.576053174818924,77.03357640196585,137.69577447189366,36.0549246173934,4.675328675954205,73.59048653066318,12.506299464564762,31.445009411931125,5.412881676238703,4,1,2,2,2,3,5,5,6
99,99,75.18801407666236,61.63269231080301,2.0948492218529444,37.115945980717925,76.19408544136674,137.83092343527372,40.176129579727274,2.370206018849956,80.57290729184984,11.954841088810184,32.08132672156779,5.270027809244026,4,1,2,2,2,3,5,5,6
100,100,81.46029308279687,65.1750001175931,1.7464090708023075,38.78232383306549,79.56165385388688,139.10000564661217,41.131698559962615,8.96039290059619,83.68888930561783,9.615439308756322,30.286481026223015,5.324152495072938,4,1,2,2,2,3,5,5,6
101,101,83.64550265009821,65.25485318756974,3.4326608797505234,40.50475924850969,82.70449654091566,142.89759413996566,38.374436640270744,14.769416870799034,86.74287908274418,7.578180597844835,29.206927243483534,5.658433891199481,4,1,2,2,2,3,5,5,6
102,102,82.48763388233256,62.393760956277305,4.403293850989664,41.95793148342697,80.28841617592957,146.19127600959723,40.570666481514166,17.609851286457797,88.0772091190712,7.3048689334123935,28.360756017183775,5.607822999393574,4,1,2,2,2,3,5,5,6
103,103,86.14874445806734,66.1525562844663,3.6461946340212212,41.32588150147215,76.89735027440982,147.2038593735521,40.28834271823703,9.9226823539517,91.42278287559172,7.670243978721999,27.94205318803759,5.671213824458913,4,1,2,2,2,3,5,5,6
104,104,84.86960181365114,62.64735777384882,4.746695900047232,41.62517122172293,80.88296188639909,147.57915086383184,39.06760698757847,11.111924899547688,91.39123787386993,7.116483515933226,27.286530196214215,5.708060306055725,4,1,2,2,2,3,5,5,6
105,105,83.95795697625833,61.30421988418948,5.846069928591764,39.84399305520627,81.80173476229758,149.42791636842077,38.57403793841172,14.980446221854379,95.82923365664959,7.267890230353203,27.714338681468547,5.581343743356092,4,1,2,2,2,3,5,5,6
106,106,84.80195774964429,62.5007977400202,4.795291939301663,38.69620812174701,80.55779505349601,149.135231084565,41.87879053428631,10.8118874195317,98.59497551454731,8.537663679393063,27.596802466515584,5.235907869371305,4,1,2,2,2,3,5,5,6
107,107,83.652429853601,60.92793457894679,5.800872426017123,39.26751404237234,82.18375370379022,146.89084100860526,39.78149533112418,6.770516457564412,100.84063523893981,8.847593580177943,27.251558874924825,4.738490431790877,4,1,2,2,1,3,3,5,4
108,108,79.83790623246085,57.114840484742636,4.148883737573648,38.09707373588407,81.14464405271515,147.63278469717858,42.168962566345684,6.553828779590447,100.54967921759743,8.706750716360403,28.09405836806647,4.624613249213511,4,1,2,2,1,3,3,5,4
109,109,77.05948621100113,53.94248359436499,3.946656043597708,37.27740304545735,84.50935835641108,147.71510739793553,43.17425492689851,5.294631861541916,100.7826375675171,8.705918328427913,30.4108948203949,4.32241455939106,4,1,2,2,1,3,3,5,4
110,110,72.34563723001855,48.611234392778414,4.026945336259104,35.53518431631601,84.69466070133548,146.52710442205526,40.58472271337368,3.3771488265421965,101.33864904887889,8.564166965578437,32.23857292700481,4.351421478228959,4,1,2,2,1,3,3,5,4
111,111,70.69148584275203,47.142989319528866,2.8350025548989417,34.45226869479528,83.15384660687029,147.61554946822594,41.12935165156824,4.558030550804972,101.76043782821553,8.821193659434527,32.26039088834705,4.405472026681222,4,1,2,2,1,3,3,5,4
112,112,69.36571282871162,45.451810232763606,3.186993690311118,34.99841772085792,83.76833032187871,147.39596819283747,38.60036609776472,2.4959968075062307,102.15623078981169,9.593732051567201,33.21884629948917,4.432126027678293,4,1,2,2,1,3,3,5,4
113,113,66.82783226284121,43.4660794501542,3.8116032988385578,33.77515163481206,87.49171056068968,147.68509176335272,35.54726948432747,5.93125913899965,102.14356919689021,10.27351098300332,35.06421986553829,4.5817296915815495,4,1,2,2,1,3,3,5,4
114,114,65.31388077550604,41.664304406704495,3.6205304075445226,33.89253574444539,94.99919076050777,148.50475319832006,22.9043761360424,3.606816512267443,102.06775706481702,10.412509988383675,36.10745444728937,4.489285336376979,4,1,2,2,1,3,3,5,4
