,frame_id,frame_of_max_peak,frame_c_score,peak_risk_level,nose_frame_x,nose_frame_y,nose_frame_z_norm,nose_visibility,l_shoulder_frame_x,l_shoulder_frame_y,l_shoulder_frame_z_norm,l_shoulder_visibility,l_elbow_frame_x,l_elbow_frame_y,l_elbow_frame_z_norm,l_elbow_visibility,l_wrist_frame_x,l_wrist_frame_y,l_wrist_frame_z_norm,l_wrist_visibility,r_shoulder_frame_x,r_shoulder_frame_y,r_shoulder_frame_z_norm,r_shoulder_visibility,r_elbow_frame_x,r_elbow_frame_y,r_elbow_frame_z_norm,r_elbow_visibility,r_wrist_frame_x,r_wrist_frame_y,r_wrist_frame_z_norm,r_wrist_visibility,l_hip_frame_x,l_hip_frame_y,l_hip_frame_z_norm,l_hip_visibility,l_knee_frame_x,l_knee_frame_y,l_knee_frame_z_norm,l_knee_visibility,l_ankle_frame_x,l_ankle_frame_y,l_ankle_frame_z_norm,l_ankle_visibility,r_hip_frame_x,r_hip_frame_y,r_hip_frame_z_norm,r_hip_visibility,r_knee_frame_x,r_knee_frame_y,r_knee_frame_z_norm,r_knee_visibility,r_ankle_frame_x,r_ankle_frame_y,r_ankle_frame_z_norm,r_ankle_visibility,c_score,b_score,a_score,leg_score,trunk_score,neck_score,wrist_score,lower_arm_score,upper_arm_score,trunk_angle,neck,r_knee,l_knee,r_wrist,l_wrist,r_lower_arm,l_lower_arm,r_upper_arm_frontal,r_upper_arm_sag,l_upper_arm_frontal,l_upper_arm_sag,frame
0,58,68,5,High Risk,939,202,-0.26905518770217896,1.0,778,192,-0.3552806079387665,1.0,766,347,-0.3721477687358856,1.0,802,485,-0.3859192728996277,1.0,873,162,-0.0914561003446579,1.0,873,273,0.004306287504732609,0.27,902,391,-0.0028968604747205973,0.5,703,376,-0.08082819730043411,1.0,776,538,0.05074388533830643,0.99,807,672,0.20678171515464783,0.97,775,345,0.08084661513566971,1.0,791,507,0.2285551279783249,0.65,789,632,0.42152267694473267,0.77,5,4,5,2,3,2,1,2,3,41.50829060757213,58.162000011348624,15.415039466471285,31.813301829767,-7.408441116714499,14.94877644715993,151.59352073980796,174.51010107469824,4.436286558384766,20.072863875932587,32.11453546927885,42.99999044921972,58
1,59,68,6,High Risk,948,225,-0.2588419020175934,1.0,789,215,-0.3429874777793884,1.0,774,377,-0.34934961795806885,1.0,806,508,-0.35722771286964417,1.0,879,175,-0.08825617283582687,1.0,879,289,-0.0003221484075766057,0.31,911,415,-0.002111421199515462,0.52,699,379,-0.07585717737674713,1.0,775,539,0.028648851439356804,0.98,806,673,0.18097440898418427,0.96,772,348,0.07586506754159927,1.0,802,506,0.19896170496940613,0.62,795,629,0.3781880736351013,0.73,6,5,5,2,3,2,2,2,3,45.168486154269715,54.902885459155755,17.47641351797077,31.00749429014587,-6.901140046373143,16.577416472074333,153.46011591147686,173.50024762965242,1.2457805386910497,22.965832103285738,35.28836149073995,44.45945197017079,59
2,60,68,7,High Risk,951,250,-0.22880582511425018,1.0,807,237,-0.3328915536403656,1.0,784,395,-0.34432846307754517,1.0,815,529,-0.34791243076324463,1.0,882,195,-0.07464973628520966,1.0,882,308,0.0050875041633844376,0.33,917,432,0.002937011420726776,0.54,696,381,-0.0772620290517807,1.0,774,538,-0.038826826959848404,0.98,808,679,0.12590059638023376,0.96,772,349,0.07726592570543289,1.0,813,506,0.14016376435756683,0.6,806,636,0.3185340166091919,0.71,7,6,5,2,3,2,2,2,4,49.20802146343472,60.41754574214664,25.55666309658389,42.88343430475905,-8.14570479072492,20.618772361519717,152.31198245046053,176.140939598581,4.141126472031579,24.599509719871698,42.32274191903823,49.99278391403309,60
3,61,68,7,High Risk,952,274,-0.19587792456150055,1.0,820,263,-0.30279943346977234,1.0,796,412,-0.3107738196849823,1.0,828,549,-0.30517879128456116,0.99,889,220,-0.06515944749116898,1.0,882,326,0.009013812057673931,0.36,924,444,0.0180205088108778,0.55,697,389,-0.07385499030351639,1.0,776,538,-0.020903626456856728,0.98,806,675,0.14122314751148224,0.96,770,359,0.07374291121959686,1.0,819,505,0.12466079741716385,0.6,808,632,0.2893083691596985,0.69,7,6,5,2,3,2,2,2,4,52.348165263938355,61.17957461617033,30.041552972015324,45.94719157767821,-6.118078135934951,24.44075230920066,148.7884401749146,171.38729088652812,5.399693887213806,24.930954568143004,46.68207612166274,54.57569128942486,61
4,62,68,7,High Risk,959,301,-0.18931804597377777,1.0,828,285,-0.2934655547142029,1.0,808,428,-0.2951420247554779,1.0,847,571,-0.28780168294906616,1.0,895,244,-0.06594087928533554,1.0,886,348,0.007225088309496641,0.39,929,460,0.017438793554902077,0.58,698,393,-0.06851586699485779,1.0,778,541,-0.007322506047785282,0.98,805,674,0.1520155370235443,0.96,766,365,0.06844260543584824,1.0,816,504,0.1597556620836258,0.59,806,623,0.3372567594051361,0.67,7,6,5,2,3,2,2,2,4,57.99229475772123,55.56043852924614,32.4394688656258,51.13067217286303,-4.277450155656226,28.531129162951743,149.40589395825367,167.6434595523106,7.2455440896785825,29.719376116763566,48.62728752273764,60.40366175432306,62
5,63,68,8,High Risk,958,331,-0.16919246315956116,1.0,827,311,-0.25079983472824097,1.0,817,459,-0.23499079048633575,1.0,868,587,-0.2171030193567276,1.0,895,265,-0.06727604568004608,1.0,890,368,-0.0013053222792223096,0.41,935,482,-0.0022050822153687477,0.6,699,398,-0.060386836528778076,1.0,796,540,-0.023684170097112656,0.97,806,672,0.10465608537197113,0.95,753,373,0.06032460182905197,1.0,818,503,0.10628621280193329,0.57,802,623,0.2458457350730896,0.63,8,6,6,2,4,2,2,2,4,63.939942957527094,50.36389751375155,37.92312610397539,53.548302389119186,5.690930361622492,45.206778131052985,147.27699039330795,157.217948035326,4.766086102839708,36.14919178972613,51.934985945466536,69.77349751814204,63
6,64,68,8,High Risk,967,353,-0.14801691472530365,1.0,839,327,-0.23824726045131683,1.0,836,490,-0.22809532284736633,1.0,884,609,-0.20377589762210846,0.99,896,289,-0.043223705142736435,1.0,897,388,0.011000381782650948,0.42,938,501,-0.0006868462660349905,0.6,698,401,-0.06121667101979256,1.0,806,537,-0.05935084447264671,0.97,805,667,0.06752028316259384,0.95,752,379,0.06123727932572365,1.0,820,500,0.1335560381412506,0.54,804,623,0.28509798645973206,0.61,8,6,6,2,4,2,2,2,4,68.30501200199791,41.08655871065308,38.01724125937787,59.344836936643475,8.823946754915283,42.75970008913315,150.99538275520104,156.56993145545758,6.218845297058041,45.02755043995166,47.417194411307555,70.93422679611655,64
7,65,68,9,High Risk,969,383,-0.1354462057352066,1.0,851,359,-0.24449782073497772,1.0,846,511,-0.242338627576828,1.0,894,629,-0.21650294959545135,1.0,894,311,-0.02321082167327404,1.0,908,414,0.054670803248882294,0.41,946,520,0.06434465199708939,0.61,697,412,-0.06274282187223434,1.0,821,537,-0.09281487762928009,0.97,795,668,0.027966925874352455,0.95,733,395,0.06251846998929977,1.0,818,503,0.14222100377082825,0.51,804,622,0.2984580993652344,0.59,9,6,7,3,4,2,2,2,4,71.83967260451713,36.915923435035694,39.75407226802511,67.90723803127273,6.109119763763346,38.10838846697442,152.60300056480304,156.8673496042577,5.284049105310259,54.13116420756473,58.44086468609449,75.50161663625236,65
8,66,68,9,High Risk,965,400,-0.12622056901454926,1.0,857,376,-0.2374153435230255,1.0,858,520,-0.2437465935945511,1.0,909,647,-0.2285461723804474,0.99,900,333,-0.001591483480297029,1.0,920,441,0.05272775515913963,0.42,956,540,0.03836534917354584,0.62,697,421,-0.07406234741210938,1.0,834,536,-0.09279825538396835,0.97,800,665,0.02299528755247593,0.95,737,394,0.07411787658929825,1.0,850,498,0.13327288627624512,0.49,808,629,0.28162166476249695,0.58,9,6,7,3,4,2,2,2,4,75.38625715178391,32.6204857524223,63.68027556003683,74.3983196718544,33.7026786123715,39.870447621320835,163.18775899167304,162.2390643908662,9.186035404354772,71.77279075714023,68.57157774086949,83.72093028676316,66
9,67,68,9,High Risk,962,417,-0.11520110815763474,1.0,866,391,-0.22847263514995575,1.0,870,530,-0.24935266375541687,0.99,923,658,-0.24509991705417633,0.99,896,349,0.0044927350245416164,1.0,916,450,0.057767465710639954,0.4,964,552,0.035436324775218964,0.61,697,428,-0.07901378720998764,1.0,833,535,-0.11452867090702057,0.97,803,666,-0.020452046766877174,0.96,736,394,0.07915789633989334,1.0,874,498,0.11666762083768845,0.46,821,633,0.24998770654201508,0.55,9,6,7,3,4,2,2,2,4,78.69156620342943,32.56358381118865,76.46089158310322,72.62003418314991,24.002973672702467,35.50358446772901,161.01704667267379,163.37118072655187,14.479891135066616,78.91537361891496,79.95800983641243,89.14202066632737,67
