,frame_id,frame_of_max_peak,frame_c_score,peak_risk_level,nose_frame_x,nose_frame_y,nose_frame_z_norm,nose_visibility,l_shoulder_frame_x,l_shoulder_frame_y,l_shoulder_frame_z_norm,l_shoulder_visibility,l_elbow_frame_x,l_elbow_frame_y,l_elbow_frame_z_norm,l_elbow_visibility,l_wrist_frame_x,l_wrist_frame_y,l_wrist_frame_z_norm,l_wrist_visibility,r_shoulder_frame_x,r_shoulder_frame_y,r_shoulder_frame_z_norm,r_shoulder_visibility,r_elbow_frame_x,r_elbow_frame_y,r_elbow_frame_z_norm,r_elbow_visibility,r_wrist_frame_x,r_wrist_frame_y,r_wrist_frame_z_norm,r_wrist_visibility,l_hip_frame_x,l_hip_frame_y,l_hip_frame_z_norm,l_hip_visibility,l_knee_frame_x,l_knee_frame_y,l_knee_frame_z_norm,l_knee_visibility,l_ankle_frame_x,l_ankle_frame_y,l_ankle_frame_z_norm,l_ankle_visibility,r_hip_frame_x,r_hip_frame_y,r_hip_frame_z_norm,r_hip_visibility,r_knee_frame_x,r_knee_frame_y,r_knee_frame_z_norm,r_knee_visibility,r_ankle_frame_x,r_ankle_frame_y,r_ankle_frame_z_norm,r_ankle_visibility,c_score,b_score,a_score,leg_score,trunk_score,neck_score,wrist_score,lower_arm_score,upper_arm_score,trunk_angle,neck,r_knee,l_knee,r_wrist,l_wrist,r_lower_arm,l_lower_arm,r_upper_arm_frontal,r_upper_arm_sag,l_upper_arm_frontal,l_upper_arm_sag,frame
0,21,31,4,High Risk,593,194,-0.15350469946861267,1.0,501,251,-0.09554369747638702,1.0,470,352,-0.1503237932920456,1.0,540,377,-0.26006609201431274,1.0,618,242,0.051788218319416046,1.0,673,298,0.05470920726656914,0.91,732,329,-0.10470135509967804,0.96,563,408,-0.05720498040318489,1.0,633,448,-0.32231488823890686,1.0,641,626,-0.29364240169525146,0.99,630,396,0.057193510234355927,1.0,753,419,-0.11060672998428345,0.98,740,596,-0.0968545451760292,0.97,4,2,5,3,2,2,1,2,2,13.705772080489348,20.381700900517245,77.6591911288165,73.24596714742547,2.835812186802656,1.7713938857782239,123.75109701106958,120.86672612264353,23.661004181870926,16.738921136101997,30.27706998466475,15.168391933955045,21
1,22,31,4,High Risk,597,199,-0.14992910623550415,1.0,502,250,-0.09729262441396713,1.0,463,348,-0.15048260986804962,1.0,536,382,-0.24922747910022736,0.99,620,243,0.04474037140607834,1.0,677,298,0.04433280974626541,0.92,737,332,-0.1072147935628891,0.96,563,409,-0.05602755397558212,1.0,631,449,-0.3223286271095276,1.0,641,626,-0.3023492991924286,0.99,631,398,0.05602395534515381,1.0,752,419,-0.11707691103219986,0.98,740,596,-0.11229564994573593,0.97,4,2,5,3,2,2,1,2,2,13.518551670590252,22.86328423055241,77.3247306461677,72.11192186222671,4.120544873285752,-1.087707013564767,126.08566817120953,121.32369488044404,25.51526894925499,18.28084034075232,33.81766178874214,14.92657739038372,22
2,23,31,5,High Risk,598,204,-0.17618003487586975,1.0,503,250,-0.10418069362640381,1.0,460,347,-0.15116271376609802,1.0,534,391,-0.24585016071796417,0.99,621,243,0.03859344869852066,1.0,682,297,0.026464994996786118,0.92,742,334,-0.1298293173313141,0.96,563,410,-0.05359242483973503,1.0,629,449,-0.3370721638202667,1.0,640,627,-0.3249194920063019,0.99,631,398,0.05358923599123955,1.0,750,415,-0.1350887417793274,0.98,740,596,-0.13305115699768066,0.97,5,4,5,3,2,2,1,2,3,13.396642729146611,25.66003725772022,77.28393298659526,71.45966657848798,5.893423960768558,-2.644316002305601,127.91022359426567,121.96063043552444,26.956425221110713,20.888700755839753,35.45694988835544,14.880115331583413,23
3,24,31,5,High Risk,602,210,-0.2694852650165558,1.0,505,249,-0.16452831029891968,1.0,459,346,-0.19996926188468933,1.0,532,396,-0.28420916199684143,0.99,624,243,-0.04376848414540291,1.0,685,295,-0.04144131764769554,0.93,742,336,-0.183283731341362,0.96,562,409,-0.0532643124461174,1.0,629,451,-0.3418506383895874,1.0,640,628,-0.31549638509750366,0.99,628,398,0.05325578898191452,1.0,748,414,-0.14233365654945374,0.98,740,597,-0.12075873464345932,0.97,5,4,5,3,2,2,1,2,3,16.844626314354954,22.580288450132898,77.59793376339411,72.69904191565541,7.638454396645102,-2.8246657858042283,131.12902448375118,123.50710976284219,31.641476675755985,27.712838223876833,35.8901418682087,23.426557992128615,24
4,25,31,5,High Risk,607,213,-0.30388104915618896,1.0,509,249,-0.2024364471435547,1.0,457,345,-0.2249687910079956,1.0,531,407,-0.28734397888183594,0.99,627,243,-0.07171950489282608,1.0,692,291,-0.037629492580890656,0.93,746,339,-0.14763183891773224,0.96,562,410,-0.053545378148555756,1.0,629,454,-0.3483511805534363,1.0,641,629,-0.3135227560997009,0.99,626,398,0.053534477949142456,1.0,746,414,-0.16342458128929138,0.98,740,597,-0.1270795315504074,0.97,5,4,5,3,2,2,1,2,3,19.87826460932085,20.954894460902068,79.45555142613506,71.48901464387437,9.719297707382793,-0.8380083196240946,131.9672334079448,123.96621268402833,36.75602176804783,26.153539339777407,37.034315214474454,23.725826898479074,25
5,26,31,7,High Risk,612,218,-0.31529900431632996,1.0,512,249,-0.2268119752407074,1.0,455,345,-0.24341900646686554,1.0,531,413,-0.29260602593421936,0.99,629,243,-0.09273937344551086,1.0,699,287,-0.05925866216421127,0.94,748,341,-0.1486816555261612,0.97,562,410,-0.05377197265625,1.0,630,457,-0.3480776846408844,1.0,642,630,-0.3106333315372467,0.99,625,396,0.05374784395098686,1.0,744,414,-0.18099765479564667,0.98,740,598,-0.1331479549407959,0.97,7,4,6,3,3,2,1,2,3,22.834324269820296,23.713329185149817,80.80916745749562,69.66606079317806,9.937111763375583,1.1115548880770234,136.32539370022434,123.49194068718211,41.480008148186194,29.621655542962536,39.45759374657792,26.22106145940026,26
6,27,31,7,High Risk,615,222,-0.34621089696884155,1.0,516,249,-0.2663840055465698,1.0,453,344,-0.29685062170028687,1.0,530,418,-0.3535709083080292,1.0,631,243,-0.10897623002529144,1.0,708,283,-0.07591398060321808,0.94,747,341,-0.16216537356376648,0.97,563,410,-0.057860635221004486,1.0,630,456,-0.3717702031135559,1.0,644,631,-0.33693554997444153,0.99,624,394,0.05780964344739914,1.0,742,414,-0.18468859791755676,0.98,740,598,-0.1327315866947174,0.97,7,4,6,3,3,2,1,2,3,25.392888612453145,25.669393775031054,81.48447076374666,69.81667136966753,8.072924453771094,2.034459842831552,136.55686789533746,120.54021892277632,45.24815356873998,34.4949358430462,44.49252643548643,32.13177122782999,27
7,28,31,7,High Risk,619,228,-0.3688369691371918,1.0,521,249,-0.2867562472820282,1.0,453,344,-0.3174418807029724,1.0,530,425,-0.37303489446640015,1.0,634,241,-0.12533995509147644,1.0,714,275,-0.0979762002825737,0.95,745,341,-0.18781451880931854,0.97,563,410,-0.061803679913282394,1.0,631,457,-0.3678985834121704,1.0,649,631,-0.3265215754508972,1.0,623,391,0.06172648072242737,1.0,741,413,-0.17007704079151154,0.98,740,599,-0.11461681127548218,0.97,7,4,6,3,3,2,1,2,3,27.67990356030467,25.955401176722972,81.47735534462328,72.00186741968065,9.185111630575278,1.8131775413226592,136.76771423085532,118.09184906707853,48.89312542355169,40.018987531194256,47.77898792187768,35.070909197083665,28
8,29,31,7,High Risk,623,233,-0.3925832211971283,1.0,526,249,-0.298869788646698,1.0,453,342,-0.32019373774528503,1.0,530,427,-0.367256224155426,1.0,638,241,-0.1392650604248047,1.0,720,269,-0.11367638409137726,0.95,745,340,-0.20693008601665497,0.97,563,410,-0.06479424983263016,1.0,633,457,-0.37455129623413086,1.0,652,631,-0.32488173246383667,1.0,622,391,0.06470321118831635,1.0,741,410,-0.16498799622058868,0.98,739,600,-0.11408437788486481,0.97,7,4,6,3,3,2,1,2,3,28.83004080124923,25.740317282516813,81.26343862345436,74.17998051558251,10.240291453514743,0.9551640035900277,132.84834010802643,114.18932883985003,52.284766478566624,44.95928109256472,50.584796914929385,32.70458073282899,29
9,30,31,8,High Risk,627,240,-0.4228619933128357,1.0,531,249,-0.3322853744029999,1.0,454,340,-0.35125309228897095,1.0,530,424,-0.3932405412197113,1.0,645,241,-0.18022659420967102,1.0,727,264,-0.16445593535900116,0.96,745,339,-0.26319944858551025,0.98,563,410,-0.06587980687618256,1.0,637,459,-0.36902230978012085,1.0,657,630,-0.2928180992603302,1.0,622,390,0.06579465419054031,1.0,739,410,-0.16402128338813782,0.98,735,600,-0.10213841497898102,0.97,8,5,6,3,3,2,1,2,4,32.04897163337741,27.088006321954282,82.15203338452226,76.69314070084347,7.712934488138387,1.6813150486215704,128.12956946820765,113.33298657624,57.091125473610695,51.28575526783752,51.67957078681822,32.61153980389434,30
10,31,31,8,High Risk,635,248,-0.4174130856990814,1.0,537,250,-0.3237667679786682,1.0,455,339,-0.338767409324646,1.0,531,427,-0.37398767471313477,1.0,651,240,-0.1813068985939026,1.0,737,263,-0.17571808397769928,0.96,745,337,-0.27806800603866577,0.98,561,410,-0.06513407081365585,1.0,637,460,-0.366310715675354,1.0,656,629,-0.29203683137893677,1.0,620,391,0.0650562271475792,1.0,737,410,-0.1621866375207901,0.99,730,601,-0.0916721522808075,0.98,8,5,6,3,3,2,1,2,4,33.152475114025954,28.465445522351374,83.40470517361761,76.90571701918802,8.338286892873015,4.287363048246192,123.74708274879481,115.70971793756766,60.35167168943491,58.55215908835349,52.91604863995844,31.691379648125686,31
